Sales_Rep_ID,Sales_Rep_Name,Customer_ID,Loan_Customer,Application_Date,Approved_Date,Approval Status,Product_Type,Customer_Income_Level,Customer_Credit_Score,Customer_Credit_Score_Rating,Loan_Amount,Loan_Interest_Rate,Loan_Interest_Amount,Customer_Acquisition_Cost,Loan_Processed,Loan_Processed_Date,Expected_Repayment_Date,Actual_Repayment_Date,Repayment_Difference_Days,Repayment_Status,Had_Pre-Application_Call
1,Emeka Okafor,211,Templeton Hambrook,2024-06-15 18:20:41.255,2024-06-17 18:20:41.255,Approved,Mortgage,Medium,Fair,2,78524,0.07850429542184911,6164.47129370528,2157.564952796848,False,,,,,,True
5,Obinna Eze,212,Angelo Clayal,2025-01-30 18:20:41.255,2025-02-01 18:20:41.255,Approved,Personal Loan,Low,Excellent,4,50544,0.05053131663952348,2554.054868228075,893.9192038798262,True,2025-02-04 18:20:41.255,2025-03-06 18:20:41.255,2025-03-02 18:20:41.255,-4.0,Early,True
17,Rasheed Lawal,213,Ondrea Pablos,2024-07-29 18:20:41.255,2024-07-31 18:20:41.255,Approved,Auto Loan,High,Excellent,4,98856,0.09883119337046402,9770.056451830591,3419.5197581407065,False,,,,,,True
3,Tunde Balogun,214,Matthieu Bertelmot,2025-02-23 18:20:41.255,2025-02-25 18:20:41.255,Approved,Mortgage,Medium,Fair,2,86097,0.08607539507583596,7410.833289844249,2593.791651445487,True,2025-02-28 18:20:41.255,2025-03-30 18:20:41.255,2025-03-26 18:20:41.255,-4.0,Early,True
17,Rasheed Lawal,215,Esteban Sewill,2025-02-20 18:20:41.255,2025-02-22 18:20:41.255,Approved,Mortgage,High,Good,3,18224,0.018219426923842114,332.0308362600987,116.21079269103453,True,2025-02-25 18:20:41.255,2025-03-27 18:20:41.255,2025-03-23 18:20:41.255,-4.0,Early,True
9,Ibrahim Danjuma,216,Trisha Neasham,2024-11-11 18:20:41.255,2024-11-13 18:20:41.255,Approved,Mortgage,Low,Excellent,4,98447,0.09842229600370307,9689.379774676556,3391.2829211367944,True,2024-11-16 18:20:41.255,2024-12-16 18:20:41.255,2024-12-12 18:20:41.255,-4.0,Early,True
14,Zainab Suleiman,217,Pavla Braunle,2024-11-25 18:20:41.255,2024-11-27 18:20:41.255,Approved,Personal Loan,High,Fair,2,15849,0.015845022899252287,251.1277679302495,87.89471877558732,True,2024-11-30 18:20:41.255,2024-12-30 18:20:41.255,2024-12-26 18:20:41.255,-4.0,Early,True
11,Kemi Adebanjo,218,Lydon Dahlman,2024-03-11 18:20:41.255,2024-03-13 18:20:41.255,Approved,Auto Loan,Medium,Fair,2,22653,0.022647315523803526,513.0296385607213,179.56037349625245,False,,,,,,False
1,Emeka Okafor,219,Dannie Hissie,2024-12-11 18:20:41.255,2024-12-13 18:20:41.255,Approved,Auto Loan,High,Good,3,95281,0.09525709047029196,9076.190837099888,3176.6667929849605,True,2024-12-16 18:20:41.255,2025-01-15 18:20:41.255,2025-01-11 18:20:41.255,-4.0,Early,True
6,Funke Adeyemi,220,Nappie Paolo,2024-09-13 18:20:41.255,2024-09-15 18:20:41.255,Approved,Personal Loan,High,Good,3,68983,0.06896568961190741,4757.460166498209,1665.1110582743731,True,2024-09-18 18:20:41.255,2024-10-18 18:20:41.255,2024-10-14 18:20:41.255,-4.0,Early,True
4,Aisha Mohammed,221,Crosby Walcot,2024-06-22 18:20:41.255,2024-06-24 18:20:41.255,Approved,Auto Loan,Low,Good,3,46770,0.04675826367581737,2186.8839921179783,765.4093972412924,True,2024-06-27 18:20:41.255,2024-07-27 18:20:41.255,2024-07-23 18:20:41.255,-4.0,Early,True
15,Gbenga Adesina,222,Mireielle Jeppe,2025-02-27 18:20:41.255,2025-03-01 18:20:41.255,Approved,Auto Loan,Medium,Excellent,4,66065,0.06604842184611663,4363.488989263696,1527.2211462422933,True,2025-03-04 18:20:41.255,2025-04-03 18:20:41.255,2025-03-30 18:20:41.255,-4.0,Early,True
4,Aisha Mohammed,223,Pincas Ather,2025-02-09 18:20:41.255,2025-02-11 18:20:41.255,Approved,Mortgage,Low,Good,3,70684,0.07066626276804522,4994.974117496508,1748.240941123778,False,,,,,,True
17,Rasheed Lawal,224,Audry Seine,2024-05-27 18:20:41.255,2024-05-29 18:20:41.255,Approved,Mortgage,High,Fair,2,15788,0.01578403820641019,249.1983952028041,87.21943832098144,True,2024-06-01 18:20:41.255,2024-07-01 18:20:41.255,2024-06-27 18:20:41.255,-4.0,Early,True
10,Chinedu Opara,225,Umberto Torricella,2024-06-29 18:20:41.255,2024-07-01 18:20:41.255,Approved,Personal Loan,Low,Fair,2,59444,0.059429083300091674,3532.7024276906495,1236.4458496917273,False,,,,,,True
15,Gbenga Adesina,226,Hayley Girardengo,2024-09-26 18:20:41.255,2024-09-28 18:20:41.255,Approved,Auto Loan,Medium,Excellent,4,78542,0.07852229090498285,6167.297772259163,2158.554220290707,True,2024-10-01 18:20:41.255,2024-10-31 18:20:41.255,2024-10-27 18:20:41.255,-4.0,Early,True
6,Funke Adeyemi,227,Christopher Heining,2024-11-19 18:20:41.255,2024-11-21 18:20:41.255,Approved,Mortgage,Low,Fair,2,90643,0.09062025431616665,8214.091711980293,2874.932099193102,False,,,,,,True
4,Aisha Mohammed,228,Goldi Osler,2025-02-19 18:20:41.255,2025-02-21 18:20:41.255,Approved,Mortgage,High,Excellent,4,70076,0.07005841533775023,4909.413513208185,1718.2947296228645,True,2025-02-24 18:20:41.255,2025-03-26 18:20:41.255,2025-03-22 18:20:41.255,-4.0,Early,True
8,Ngozi Okonkwo,229,Foss Hardes,2025-02-07 18:20:41.255,2025-02-09 18:20:41.255,Approved,Personal Loan,Medium,Good,3,18364,0.01835939179266004,337.151870880409,118.00315480814314,True,2025-02-12 18:20:41.255,2025-03-14 18:20:41.255,2025-03-10 18:20:41.255,-4.0,Early,True
6,Funke Adeyemi,230,Ursala Ferrai,2024-06-20 18:20:41.255,2024-06-22 18:20:41.255,Approved,Auto Loan,Low,Fair,2,79428,0.07940806857478773,6307.22407075824,2207.5284247653835,True,2024-06-25 18:20:41.255,2024-07-25 18:20:41.255,2024-07-21 18:20:41.255,-4.0,Early,False
8,Ngozi Okonkwo,231,Talyah Rylatt,2024-10-31 18:20:41.255,2024-11-02 18:20:41.255,Approved,Auto Loan,Low,Excellent,4,43428,0.04341710230732086,1885.5179190023305,659.9312716508156,True,2024-11-05 18:20:41.255,2024-12-05 18:20:41.255,2024-12-01 18:20:41.255,-4.0,Early,True
16,Chika Umeh,232,Swen Odhams,2025-01-31 18:20:41.255,2025-02-02 18:20:41.255,Approved,Personal Loan,High,Fair,2,81191,0.08117062617283062,6590.324309598291,2306.6135083594017,True,2025-02-05 18:20:41.255,2025-03-07 18:20:41.255,2025-03-03 18:20:41.255,-4.0,Early,True
8,Ngozi Okonkwo,233,Vanya Gumb,2024-06-28 18:20:41.255,2024-06-30 18:20:41.255,Approved,Mortgage,Low,Excellent,4,44816,0.04480475400674431,2007.969855566253,702.7894494481885,True,2024-07-03 18:20:41.255,2024-08-02 18:20:41.255,2024-07-29 18:20:41.255,-4.0,Early,True
10,Chinedu Opara,234,Verla Alven,2024-04-25 18:20:41.255,2024-04-27 18:20:41.255,Approved,Mortgage,Medium,Good,3,31565,0.03155707917312754,996.0992040997709,348.6347214349198,False,,,,,,True
17,Rasheed Lawal,235,Hube Weald,2024-08-14 18:20:41.255,2024-08-16 18:20:41.255,Approved,Personal Loan,Medium,Good,3,27255,0.027248160711661373,742.6486201963307,259.92701706871577,True,2024-08-19 18:20:41.255,2024-09-18 18:20:41.255,2024-09-14 18:20:41.255,-4.0,Early,True
7,Segun Oladipo,236,Salem Huie,2024-10-20 18:20:41.255,2024-10-22 18:20:41.255,Approved,Auto Loan,High,Fair,2,17631,0.017626575729491896,310.77415668667163,108.77095484033507,True,2024-10-25 18:20:41.255,2024-11-24 18:20:41.255,2024-11-20 18:20:41.255,-4.0,Early,True
3,Tunde Balogun,237,Audie Pillinger,2024-07-18 18:20:41.255,2024-07-20 18:20:41.255,Approved,Mortgage,High,Fair,2,61716,0.06170051317119403,3807.9088708734107,1332.7681048056936,True,2024-07-23 18:20:41.255,2024-08-22 18:20:41.255,2024-08-18 18:20:41.255,-4.0,Early,True
12,Yakubu Bello,238,Donovan Conry,2024-03-23 18:20:41.255,2024-03-25 18:20:41.255,Approved,Mortgage,High,Excellent,4,85729,0.08570748742065741,7347.617189085539,2571.6660161799387,True,2024-03-28 18:20:41.255,2024-04-27 18:20:41.255,2024-04-23 18:20:41.255,-4.0,Early,False
12,Yakubu Bello,239,Thorny Hackworth,2024-09-24 18:20:41.255,2024-09-26 18:20:41.255,Approved,Auto Loan,Low,Fair,2,80873,0.08085270597080133,6538.8008899766155,2288.5803114918153,True,2024-09-29 18:20:41.255,2024-10-29 18:20:41.255,2024-10-25 18:20:41.255,-4.0,Early,True
18,Amaka Obi,240,Rolfe Kellard,2024-05-11 18:20:41.255,2024-05-13 18:20:41.255,Approved,Auto Loan,Low,Good,3,8088,0.008085970421424223,65.39932876847912,22.88976506896769,True,2024-05-16 18:20:41.255,2024-06-15 18:20:41.255,2024-06-11 18:20:41.255,-4.0,Early,True
18,Amaka Obi,241,Mari Chevolleau,2024-12-13 18:20:41.255,2024-12-15 18:20:41.255,Approved,Auto Loan,Medium,Excellent,4,66297,0.06628036362872919,4394.189267493859,1537.9662436228505,False,,,,,,True
16,Chika Umeh,242,Adena Whyman,2024-06-10 18:20:41.255,2024-06-12 18:20:41.255,Approved,Personal Loan,Medium,Good,3,36383,0.03637387015859019,1323.390517979987,463.1866812929954,True,2024-06-15 18:20:41.255,2024-07-15 18:20:41.255,2024-07-11 18:20:41.255,-4.0,Early,True
17,Rasheed Lawal,243,Rutter Excell,2024-03-16 18:20:41.255,2024-03-18 18:20:41.255,Approved,Auto Loan,Medium,Fair,2,92875,0.09285169422474959,8623.601101123619,3018.2603853932665,True,2024-03-21 18:20:41.255,2024-04-20 18:20:41.255,2024-04-16 18:20:41.255,-4.0,Early,False
16,Chika Umeh,244,Udall Bellard,2024-10-02 18:20:41.255,2024-10-04 18:20:41.255,Approved,Auto Loan,High,Excellent,4,64435,0.06441883087345077,4150.8273673308,1452.78957856578,False,,,,,,True
10,Chinedu Opara,245,Albrecht Thomasson,2024-03-26 18:20:41.255,2024-03-28 18:20:41.255,Approved,Personal Loan,Medium,Fair,2,87416,0.08739406408991343,7639.6395064838725,2673.8738272693554,True,2024-03-31 18:20:41.255,2024-04-30 18:20:41.255,2024-04-26 18:20:41.255,-4.0,Early,False
10,Chinedu Opara,246,Nanice Ellse,2024-06-11 18:20:41.255,2024-06-13 18:20:41.255,Approved,Personal Loan,High,Fair,2,11762,0.011759048478831814,138.30992820801978,48.40847487280692,False,,,,,,True
8,Ngozi Okonkwo,247,Lockwood Exroll,2024-10-05 18:20:41.255,2024-10-07 18:20:41.255,Approved,Personal Loan,High,Fair,2,46615,0.04660330257105467,2172.4129493497135,760.3445322723996,True,2024-10-10 18:20:41.255,2024-11-09 18:20:41.255,2024-11-05 18:20:41.255,-4.0,Early,True
8,Ngozi Okonkwo,248,Jeramie Cellier,2025-01-28 18:20:41.255,2025-01-30 18:20:41.255,Approved,Mortgage,Medium,Excellent,4,78671,0.07865125853410794,6187.573160136806,2165.650606047882,True,2025-02-02 18:20:41.255,2025-03-04 18:20:41.255,2025-02-28 18:20:41.255,-4.0,Early,True
8,Ngozi Okonkwo,249,Debera Foxworthy,2024-03-29 18:20:41.255,2024-03-31 18:20:41.255,Approved,Personal Loan,High,Excellent,4,78600,0.078580276350636,6176.409721159989,2161.743402405996,False,,,,,,True
19,Felix Odion,250,Cinderella Parcall,2025-01-24 18:20:41.255,2025-01-26 18:20:41.255,Approved,Personal Loan,High,Fair,2,70346,0.07032834758475623,4947.317939197262,1731.5612787190414,False,,,,,,True
19,Felix Odion,251,Jeralee Quartly,2024-08-26 18:20:41.255,2024-08-28 18:20:41.255,Approved,Mortgage,Low,Excellent,4,63702,0.06368601481028262,4056.9265154446234,1419.9242804056182,True,2024-08-31 18:20:41.255,2024-09-30 18:20:41.255,2024-09-26 18:20:41.255,-4.0,Early,True
20,Adewale Ogunleye,252,Stefa Dunnan,2024-08-12 18:20:41.255,2024-08-14 18:20:41.255,Approved,Auto Loan,Low,Good,3,65089,0.06507266676064308,4235.514806783497,1482.430182374224,True,2024-08-17 18:20:41.255,2024-09-16 18:20:41.255,2024-09-12 18:20:41.255,-4.0,Early,True
7,Segun Oladipo,253,Markus Mughal,2024-06-08 18:20:41.255,2024-06-10 18:20:41.255,Approved,Mortgage,Low,Fair,2,71298,0.07128010869271813,5082.129189573417,1778.7452163506957,True,2024-06-13 18:20:41.255,2024-07-13 18:20:41.255,2024-07-09 18:20:41.255,-4.0,Early,True
19,Felix Odion,254,Jeniffer Apark,2024-06-21 18:20:41.255,2024-06-23 18:20:41.255,Approved,Mortgage,High,Excellent,4,98108,0.09808338107135109,9622.764350148112,3367.967522551839,False,,,,,,True
9,Ibrahim Danjuma,255,Mara Bloore,2024-08-30 18:20:41.255,2024-09-01 18:20:41.255,Approved,Auto Loan,Medium,Fair,2,54118,0.05410441979063255,2928.0229902294527,1024.8080465803084,False,,,,,,True
9,Ibrahim Danjuma,256,Nev Larive,2025-02-11 18:20:41.255,2025-02-13 18:20:41.255,Approved,Personal Loan,Low,Excellent,4,69622,0.06960452926315495,4846.006536359374,1696.1022877257808,True,2025-02-16 18:20:41.255,2025-03-18 18:20:41.255,2025-03-14 18:20:41.255,-4.0,Early,True
11,Kemi Adebanjo,257,Ossie Meaton,2025-03-07 18:20:41.255,2025-03-09 18:20:41.255,Approved,Auto Loan,High,Good,3,94809,0.09478520891256295,8986.49087179118,3145.271805126913,True,2025-03-12 18:20:41.255,2025-04-11 18:20:41.255,2025-04-07 18:20:41.255,-4.0,Early,True
6,Funke Adeyemi,258,Morgun Girvan,2024-11-26 18:20:41.255,2024-11-28 18:20:41.255,Approved,Auto Loan,High,Fair,2,78377,0.0783573323095903,6141.412634428759,2149.4944220500656,False,,,,,,True
9,Ibrahim Danjuma,259,Brittaney Pring,2024-08-11 18:20:41.255,2024-08-13 18:20:41.255,Approved,Mortgage,Low,Fair,2,95091,0.09506713814832476,9040.02923366235,3164.0102317818223,True,2024-08-16 18:20:41.255,2024-09-15 18:20:41.255,2024-09-11 18:20:41.255,-4.0,Early,True
18,Amaka Obi,260,Bondie Letty,2024-08-02 18:20:41.255,2024-08-04 18:20:41.255,Approved,Auto Loan,Low,Excellent,4,96308,0.09628383275797775,9272.90336525532,3245.516177839362,True,2024-08-07 18:20:41.255,2024-09-06 18:20:41.255,2024-09-02 18:20:41.255,-4.0,Early,True
5,Obinna Eze,261,Wendall McKeand,2024-09-03 18:20:41.255,2024-09-05 18:20:41.255,Approved,Mortgage,High,Fair,2,34202,0.034193417452219495,1169.4832637008112,409.3191422952839,True,2024-09-08 18:20:41.255,2024-10-08 18:20:41.255,2024-10-04 18:20:41.255,-4.0,Early,True
13,Bola Akinwunmi,262,Lucia Pickervance,2024-06-07 18:20:41.255,2024-06-09 18:20:41.255,Approved,Auto Loan,High,Fair,2,25337,0.025330642008855778,641.8024765783788,224.63086680243256,True,2024-06-12 18:20:41.255,2024-07-12 18:20:41.255,2024-07-08 18:20:41.255,-4.0,Early,True
2,Chioma Nwosu,263,Vaughn Lambis,2024-03-23 18:20:41.255,2024-03-25 18:20:41.255,Approved,Auto Loan,Medium,Fair,2,73505,0.07348655487472644,5401.629216066767,1890.5702256233683,False,,,,,,False
7,Segun Oladipo,264,Maegan Scyone,2024-07-12 18:20:41.255,2024-07-14 18:20:41.255,Approved,Mortgage,High,Fair,2,58438,0.05842333574272857,3414.1428941335726,1194.9500129467503,True,2024-07-17 18:20:41.255,2024-08-16 18:20:41.255,2024-08-12 18:20:41.255,-4.0,Early,True
13,Bola Akinwunmi,265,Basile Winsor,2024-04-26 18:20:41.255,2024-04-28 18:20:41.255,Approved,Personal Loan,Medium,Good,3,62488,0.0624723194478186,3903.7702976552887,1366.319604179351,False,,,,,,True
11,Kemi Adebanjo,266,Zaria Koeppke,2024-11-12 18:20:41.255,2024-11-14 18:20:41.255,Approved,Personal Loan,High,Fair,2,65298,0.06528161431480699,4262.758851528267,1491.9655980348932,True,2024-11-17 18:20:41.255,2024-12-17 18:20:41.255,2024-12-13 18:20:41.255,-4.0,Early,True
4,Aisha Mohammed,267,Art Barwell,2025-01-26 18:20:41.255,2025-01-28 18:20:41.255,Approved,Personal Loan,Medium,Good,3,47591,0.047579057656528215,2264.3349329318344,792.5172265261419,True,2025-01-31 18:20:41.255,2025-03-02 18:20:41.255,2025-02-26 18:20:41.255,-4.0,Early,True
12,Yakubu Bello,268,Mead Alpes,2024-05-29 18:20:41.255,2024-05-31 18:20:41.255,Approved,Auto Loan,Medium,Excellent,4,52448,0.05243483885544728,2750.102428290499,962.5358499016746,False,,,,,,False
8,Ngozi Okonkwo,269,Leona Phateplace,2025-01-09 18:20:41.255,2025-01-11 18:20:41.255,Approved,Auto Loan,High,Excellent,4,19015,0.019010228432663402,361.4794936470946,126.5178227764831,False,,,,,,True
8,Ngozi Okonkwo,270,Tybalt Gillingwater,2024-08-21 18:20:41.255,2024-08-23 18:20:41.255,Approved,Auto Loan,High,Excellent,4,84162,0.08414088063895962,7081.464796336119,2478.512678717642,False,,,,,,True
10,Chinedu Opara,271,Reginald Dartan,2024-11-13 18:20:41.255,2024-11-15 18:20:41.255,Approved,Personal Loan,High,Fair,2,71148,0.07113014633327035,5060.767651319518,1771.2686779618314,False,,,,,,True
12,Yakubu Bello,272,Max Bilborough,2024-05-11 18:20:41.255,2024-05-13 18:20:41.255,Approved,Mortgage,Low,Excellent,4,28610,0.028602820692006307,818.3266999983005,286.41434499940516,True,2024-05-16 18:20:41.255,2024-06-15 18:20:41.255,2024-06-11 18:20:41.255,-4.0,Early,True
14,Zainab Suleiman,273,Wells Pressman,2024-03-30 18:20:41.255,2024-04-01 18:20:41.255,Approved,Personal Loan,Medium,Fair,2,92786,0.0927627165581439,8607.08141856394,3012.4784964973787,True,2024-04-04 18:20:41.255,2024-05-04 18:20:41.255,2024-04-30 18:20:41.255,-4.0,Early,False
9,Ibrahim Danjuma,274,Gavin Fawks,2025-01-26 18:20:41.255,2025-01-28 18:20:41.255,Approved,Mortgage,High,Good,3,10222,0.01021943492183462,104.46306377099349,36.562072319847715,False,,,,,,True
18,Amaka Obi,275,Quillan Duigan,2024-07-02 18:20:41.255,2024-07-04 18:20:41.255,Approved,Personal Loan,High,Excellent,4,57530,0.05751556359353802,3308.8703735362424,1158.1046307376848,True,2024-07-07 18:20:41.255,2024-08-06 18:20:41.255,2024-08-02 18:20:41.255,-4.0,Early,True
20,Adewale Ogunleye,276,Taite Droghan,2024-12-13 18:20:41.255,2024-12-15 18:20:41.255,Approved,Mortgage,High,Excellent,4,22235,0.022229420415475716,494.2711629381025,172.99490702833586,False,,,,,,True
16,Chika Umeh,277,Barbara Croxley,2025-03-08 18:20:41.255,2025-03-10 18:20:41.255,Approved,Mortgage,Low,Fair,2,81013,0.08099267083961925,6561.459242730074,2296.5107349555255,True,2025-03-13 18:20:41.255,2025-04-12 18:20:41.255,2025-04-08 18:20:41.255,-4.0,Early,True
8,Ngozi Okonkwo,278,Germayne Sperry,2025-03-02 18:20:41.255,2025-03-04 18:20:41.255,Approved,Personal Loan,Medium,Good,3,25524,0.025517595083634007,651.3110969146744,227.95888392013603,True,2025-03-07 18:20:41.255,2025-04-06 18:20:41.255,2025-04-02 18:20:41.255,-4.0,Early,True
10,Chinedu Opara,279,Noell Grahlmans,2024-05-16 18:20:41.255,2024-05-18 18:20:41.255,Approved,Mortgage,Medium,Excellent,4,47106,0.04709417936098039,2218.4184129783425,776.4464445424198,False,,,,,,False
6,Funke Adeyemi,280,Binny Whight,2024-12-07 18:20:41.255,2024-12-09 18:20:41.255,Approved,Mortgage,Low,Excellent,4,81578,0.08155752906020589,6653.300105673476,2328.6550369857164,True,2024-12-12 18:20:41.255,2025-01-11 18:20:41.255,2025-01-07 18:20:41.255,-4.0,Early,True
3,Tunde Balogun,281,Kristal Joysey,2024-06-02 18:20:41.255,2024-06-04 18:20:41.255,Approved,Personal Loan,Medium,Fair,2,11441,0.011438129029613567,130.86363422780883,45.802271979733085,False,,,,,,True
15,Gbenga Adesina,282,Inger Eskell,2024-05-11 18:20:41.255,2024-05-13 18:20:41.255,Approved,Personal Loan,High,Fair,2,43385,0.0433741130976125,1881.7858967399184,658.6250638589714,False,,,,,,True
2,Chioma Nwosu,283,D'arcy Slay,2024-11-05 18:20:41.255,2024-11-07 18:20:41.255,Approved,Auto Loan,Low,Good,3,89449,0.08942655393496232,7999.115822928445,2799.6905380249555,True,2024-11-10 18:20:41.255,2024-12-10 18:20:41.255,2024-12-06 18:20:41.255,-4.0,Early,True
3,Tunde Balogun,284,Anthea Ruskin,2024-04-10 18:20:41.255,2024-04-12 18:20:41.255,Approved,Auto Loan,Low,Excellent,4,40104,0.04009393642195809,1607.9272262662073,562.7745291931725,False,,,,,,False
11,Kemi Adebanjo,285,Amalee Choak,2024-10-25 18:20:41.255,2024-10-27 18:20:41.255,Approved,Mortgage,Low,Fair,2,50571,0.05055830986422408,2556.784288143676,894.8745008502865,True,2024-10-30 18:20:41.255,2024-11-29 18:20:41.255,2024-11-25 18:20:41.255,-4.0,Early,True
10,Chinedu Opara,286,Barbie Rubi,2025-02-02 18:20:41.255,2025-02-04 18:20:41.255,Approved,Mortgage,Medium,Good,3,45253,0.045241644347268836,2047.3201316469567,716.5620460764349,False,,,,,,True
9,Ibrahim Danjuma,287,Keeley Kruger,2024-12-29 18:20:41.255,2024-12-31 18:20:41.255,Approved,Mortgage,High,Fair,2,24483,0.024476856309066423,599.2668730148732,209.7434055552056,True,2025-01-03 18:20:41.255,2025-02-02 18:20:41.255,2025-01-29 18:20:41.255,-4.0,Early,True
4,Aisha Mohammed,288,Linell Beadle,2025-01-20 18:20:41.255,2025-01-22 18:20:41.255,Approved,Auto Loan,Medium,Fair,2,34157,0.03414842874438516,1166.4078806219638,408.2427582176873,True,2025-01-25 18:20:41.255,2025-02-24 18:20:41.255,2025-02-20 18:20:41.255,-4.0,Early,True
5,Obinna Eze,289,Othella Keher,2025-01-17 18:20:41.255,2025-01-19 18:20:41.255,Approved,Auto Loan,Medium,Good,3,78708,0.07868824924943839,6193.394721924797,2167.688152673679,True,2025-01-22 18:20:41.255,2025-02-21 18:20:41.255,2025-02-17 18:20:41.255,-4.0,Early,True
3,Tunde Balogun,290,Venita Dymick,2024-12-30 18:20:41.255,2025-01-01 18:20:41.255,Approved,Auto Loan,High,Excellent,4,16886,0.01688176267756793,285.0654445734121,99.77290560069423,True,2025-01-04 18:20:41.255,2025-02-03 18:20:41.255,2025-01-30 18:20:41.255,-4.0,Early,True
18,Amaka Obi,291,Farand Marriner,2024-03-17 18:20:41.255,2024-03-19 18:20:41.255,Approved,Mortgage,Medium,Fair,2,7897,0.00789501835039405,62.346959913061816,21.821435969571635,False,,,,,,False
20,Adewale Ogunleye,292,Marve Pryn,2024-06-21 18:20:41.255,2024-06-23 18:20:41.255,Approved,Personal Loan,Medium,Fair,2,83306,0.0832850954410443,6938.148160811636,2428.3518562840727,True,2024-06-26 18:20:41.255,2024-07-26 18:20:41.255,2024-07-22 18:20:41.255,-4.0,Early,True
19,Felix Odion,293,Cordie Petrelli,2024-11-16 18:20:41.255,2024-11-18 18:20:41.255,Approved,Auto Loan,Medium,Fair,2,75094,0.07507515613580991,5637.69377486251,1973.1928212018781,True,2024-11-21 18:20:41.255,2024-12-21 18:20:41.255,2024-12-17 18:20:41.255,-4.0,Early,True
13,Bola Akinwunmi,294,Tonia Leigh,2025-01-05 18:20:41.255,2025-01-07 18:20:41.255,Approved,Personal Loan,Medium,Fair,2,33253,0.03324465559144655,1105.4845323823722,386.91958633383024,True,2025-01-10 18:20:41.255,2025-02-09 18:20:41.255,2025-02-05 18:20:41.255,-4.0,Early,True
7,Segun Oladipo,295,Jedd Spiby,2024-07-20 18:20:41.255,2024-07-22 18:20:41.255,Approved,Auto Loan,High,Fair,2,21410,0.021404627438512933,458.2730734585619,160.39557571049664,False,,,,,,True
15,Gbenga Adesina,296,Pennie Stoile,2024-04-22 18:20:41.255,2024-04-24 18:20:41.255,Approved,Auto Loan,High,Fair,2,72072,0.07205391446746867,5193.069723499402,1817.5744032247906,True,2024-04-27 18:20:41.255,2024-05-27 18:20:41.255,2024-05-23 18:20:41.255,-4.0,Early,True
2,Chioma Nwosu,297,Lelia Garatty,2024-04-25 18:20:41.255,2024-04-27 18:20:41.255,Approved,Auto Loan,Low,Fair,2,9603,0.009600590251846786,92.19446818848468,32.26806386596964,False,,,,,,True
8,Ngozi Okonkwo,298,Edgar Buckler,2024-09-08 18:20:41.255,2024-09-10 18:20:41.255,Approved,Mortgage,Medium,Fair,2,56308,0.05629387023857012,3169.7952453934063,1109.4283358876921,False,,,,,,True
6,Funke Adeyemi,299,Kacie Kidston,2025-01-12 18:20:41.255,2025-01-14 18:20:41.255,Approved,Mortgage,High,Fair,2,29141,0.029133687444451443,848.9847858187595,297.1446750365658,True,2025-01-17 18:20:41.255,2025-02-16 18:20:41.255,2025-02-12 18:20:41.255,-4.0,Early,True
1,Emeka Okafor,300,Zacherie Grindley,2024-12-21 18:20:41.255,2024-12-23 18:20:41.255,Approved,Personal Loan,Low,Fair,2,72261,0.07224286704037286,5220.341815204383,1827.119635321534,False,,,,,,True
13,Bola Akinwunmi,301,Auberta Roundtree,2024-12-21 18:20:41.255,2024-12-23 18:20:41.255,Approved,Auto Loan,Medium,Fair,2,34349,0.034340380564478315,1179.5577320092657,412.845206203243,True,2024-12-26 18:20:41.255,2025-01-25 18:20:41.255,2025-01-21 18:20:41.255,-4.0,Early,True
18,Amaka Obi,302,Doll Burtwell,2024-04-25 18:20:41.255,2024-04-27 18:20:41.255,Approved,Auto Loan,Low,Fair,2,36472,0.036462847825195877,1329.872985880544,465.4555450581904,False,,,,,,True
14,Zainab Suleiman,303,Arlie Crean,2025-03-06 18:20:41.255,2025-03-08 18:20:41.255,Approved,Mortgage,Low,Fair,2,14857,0.014853271828770978,220.6750595600504,77.23627084601765,True,2025-03-11 18:20:41.255,2025-04-10 18:20:41.255,2025-04-06 18:20:41.255,-4.0,Early,True
13,Bola Akinwunmi,304,Nevile Abraham,2024-03-31 18:20:41.255,2024-04-02 18:20:41.255,Approved,Personal Loan,Medium,Fair,2,17512,0.01750760559099666,306.5931891095335,107.30761618833672,True,2024-04-05 18:20:41.255,2024-05-05 18:20:41.255,2024-05-01 18:20:41.255,-4.0,Early,False
2,Chioma Nwosu,305,Tessi Hesse,2025-02-18 18:20:41.255,2025-02-20 18:20:41.255,Approved,Personal Loan,Medium,Fair,2,7234,0.00723218472163487,52.31762427630665,18.311168496707328,True,2025-02-23 18:20:41.255,2025-03-25 18:20:41.255,2025-03-21 18:20:41.255,-4.0,Early,True
13,Bola Akinwunmi,306,Goldi Dwine,2024-06-23 18:20:41.255,2024-06-25 18:20:41.255,Approved,Auto Loan,High,Fair,2,37181,0.03717166991085238,1382.0798589554022,483.7279506343907,True,2024-06-28 18:20:41.255,2024-07-28 18:20:41.255,2024-07-24 18:20:41.255,-4.0,Early,True
9,Ibrahim Danjuma,307,Jehanna Alvarado,2024-08-09 18:20:41.255,2024-08-11 18:20:41.255,Approved,Auto Loan,Low,Good,3,35162,0.035153176552685274,1236.0559939455195,432.6195978809318,False,,,,,,True
4,Aisha Mohammed,308,Sydney Georger,2024-06-17 18:20:41.255,2024-06-19 18:20:41.255,Approved,Auto Loan,Low,Excellent,4,32581,0.0325728242211205,1061.255185948327,371.4393150819144,False,,,,,,True
